date,market,market_id,side,entry_price,amount_usd,estimated_true_probability,expected_edge_pp,confidence,strategy,reason,key_evidence,exit_condition,exit_price,profit_loss_usd,thesis_correct,lesson_learned,resolved_at
2026-08-21T08:04:38.931781+00:00,"Will Bitcoin reach $78,000 August 17-23?",3653950,NO,0.4325,1.98,0.47735851132390517,4.485851132390517,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$78,000, 60d realized daily vol=1.89%, 2.8 days remaining -> model P(touch)=52.3% (vs 67.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,0.0000,-1.98,False,"HYPOTHETICAL (recommendation was never executed live, no wallet configured): market resolved NO side to 0.00. Would have lost $1.98 on $1.98 recommended. Estimated probability was 0.47735851132390517, edge was 4.485851132390517pp -- thesis did not hold up.",2026-08-21T09:26:48.284870+00:00
2026-08-21T08:04:38.931830+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.4995,1.85,0.5365469076348721,3.7046907634872115,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$76,428, barrier=$80,000, 60d realized daily vol=1.89%, 10.8 days remaining -> model P(touch)=46.3% (vs 62.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640129+00:00,"Will Bitcoin reach $82,500 in August?",3257336,NO,0.5235,6.0,0.6542162294411658,13.071622944116578,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$82,500, 60d realized daily vol=1.96%, 10.8 days remaining -> model P(touch)=34.6% (vs 53.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640393+00:00,"Will Bitcoin reach $85,000 in August?",3257334,NO,0.7345,6.0,0.8402076832076302,10.570768320763014,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$85,000, 60d realized daily vol=1.96%, 10.8 days remaining -> model P(touch)=16.0% (vs 34.9% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640543+00:00,"Will Bitcoin reach $80,000 in August?",3257338,NO,0.2745,2.89,0.3584837903844247,8.398379038442465,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$80,000, 60d realized daily vol=1.96%, 10.8 days remaining -> model P(touch)=64.2% (vs 75.6% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640621+00:00,"Will Bitcoin reach $80,000 by December 31, 2026?",2467208,YES,0.815,6.0,0.8945105248445382,7.951052484453824,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$80,000, 60d realized daily vol=1.96%, 132.8 days remaining -> model P(touch)=89.5% (vs 93.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640687+00:00,"Will Bitcoin reach $110,000 by December 31, 2026?",701495,NO,0.815,6.0,0.8762351991852027,6.1235199185202704,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$110,000, 60d realized daily vol=1.96%, 132.8 days remaining -> model P(touch)=12.4% (vs 30.5% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:26:49.640748+00:00,"Will Bitcoin reach $85,000 by December 31, 2026?",2467207,YES,0.63,3.98,0.6888847957125845,5.888479571258454,4,Tier 3 - Experimental,Recommended by live cycle; not yet executed (no wallet configured).,"Barrier-touch model (zero-drift GBM): spot=$77,634, barrier=$85,000, 60d realized daily vol=1.96%, 132.8 days remaining -> model P(touch)=68.9% (vs 79.0% at 1.5x vol). Confidence capped at 4/10: 2026-08-20 backtest showed this model overstates upside touch probability in trending (non-zero-drift) regimes -- see polymanager.backtest and this module's docstring.",Re-evaluate next cycle; exit if edge closes or model assumptions are invalidated.,,,,,
2026-08-21T09:29:42.205720+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,Live data from gamma-api.polymarket.com. 91 markets passed the quality filter; none had a defensible probability estimate exceeding the edge/confidence bar (drawdown throttle: Normal sizing.). BTC data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/bitcoin/market_chart?vs_currency=usd&days=60&interval=daily')). ETH data fetch failed (HTTPError('429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/ethereum/market_chart?vs_currency=usd&days=60&interval=daily')).,-,-,,,,,
2026-08-21T10:56:57.264447+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"6 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T12:23:20.393965+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"5 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T12:23:32.751170+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"5 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T13:47:26.469820+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"6 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T15:19:54.525292+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"5 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T16:43:29.102649+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"4 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
2026-08-21T18:08:23.771522+00:00,NO TRADE,,-,0.0,0.0,0.0,0.0,0,-,"4 opportunities identified this cycle, but all already have an open, unresolved recommendation from an earlier cycle -- nothing new to journal.",-,-,,,,,
